transaction_id,date,sender_name,sender_phone,receiver_name,amount_kes,transaction_type,status
TXN0116569,31/08/2023,Auma Ogola,0149908192,Kiprotich Ogola,179290.32,refund,Completed
TXN0111914,07/02/2023,Auma Otieno,0164305235,Jelimo Gitau,252552.75,SALE,Completed
TXN0117249,10-Sep-23,Kimani Owino,0792522310,Awino Kibet,114255.7,refund,Failed
TXN0125836,12-Mar-23,Syombua Odhiambo,+254737585427,Mulwa Musyoka,307168.4,TRANSFER,Failed
TXN0101558,14/05/2023,Kamau Koech,727931765,Ndinda Otieno,246613.36,SALE,Completed
TXN0125632,2023-10-19,Bett Odhiambo,0156510722,Mwende Mwangi,256840.59,sale,Completed
TXN0124390,8-May-24,Bett Ogola,+254796865332,Nyambura Ogola,121356.33,SALE,Pending
TXN0125713,1-Dec-23,Langat Musyoka,0113567342,Mulwa Mutua,429119.19,TRANSFER,Completed
TXN0119679,23-Apr-23,Muthiani Ogola,0748378500,Sang Ogola,180622.1,Refund,Completed
TXN0125121,15/02/2023,Njoroge Rotich,0135647831,Awino Chebet,154016.29,TRANSFER,Reversed
TXN0118163,2024-06-09,Nyambura Chebet,749689225,Kiplangat Chebet,338574.18,Sale,Completed
TXN0128328,26-Dec-23,Kariuki Akinyi,0736105825,Akinyi Owino,171816.88,refund,Failed
TXN0108026,09/05/2024,Ndoti Wambui,0135579014,Ogola Odhiambo,81723.68,TRANSFER,Reversed
TXN0123162,1-Aug-23,Chebet Ogola,724970226,Ndoti Njoroge,108965.83,sale,Failed
TXN0113002,16/03/2024,Nzula Rotich,0135545101,Onyango Owino,93020.56,sale,Completed
TXN0107617,14-Apr-24,Mwangi Kariuki,780459038,Syombua Owino,106206.83,Sale,Reversed
TXN0108431,14-Feb-23,Kiprotich Koech,0711558966,Bett Otieno,227723.15,Refund,Reversed
TXN0122580,2024-01-07,Kiplangat Rotich,0154186473,Koech Odhiambo,164741.02,Refund,Failed
TXN0101612,25-Nov-23,Kioko Koech,0761448599,Wachira Njoroge,407897.77,sale,Failed
TXN0113905,2023-07-13,Wanjiku Musyoka,0725281035,Jelimo Mutua,405992.56,Refund,Pending
TXN0127286,2023-10-12,Wachira Mwangi,795837395,Kioko Mwangi,46507.31,Refund,Pending
TXN0126890,25-Jan-24,Langat Njoroge,0185311261,Chepkoech Ndinda,18373.1,SALE,Failed
TXN0129432,29-Dec-23,Kariuki Njoroge,0156759830,Onyango Owino,127454.62,TRANSFER,Reversed
TXN0124155,09/03/2024,Kariuki Mutua,0157923200,Kiprotich Otieno,364041.13,sale,Failed
TXN0116841,21/07/2023,Ogola Mutua,+254780371359,Wachira Kibet,225979.4,Sale,Completed
TXN0123249,4-May-23,Ogola Wambui,0776362151,Kipchoge Kibet,228947.05,refund,Pending
TXN0115906,2023-10-12,Akoth Chebet,793894397,Wachira Wambui,126884.59,TRANSFER,Reversed
TXN0117723,5-Nov-23,Syombua Kamau,0725238795,Kariuki Musyoka,407849.44,SALE,Pending
TXN0108346,2023-02-24,Odero Koech,+254799363848,Awino Owino,257450.43,SALE,Reversed
TXN0101316,18/06/2023,Nyambura Kamau,766620246,Koech Rotich,9290.9,refund,Failed
TXN0114896,17-Feb-24,Kipchoge Mutua,0733683189,Kipchoge Koech,431984.03,sale,Completed
TXN0126450,2023-11-28,Chebet Chebet,758509284,Onyango Musyoka,248294.04,Sale,Failed
TXN0123309,7-Jun-24,Njoroge Rotich,0185557008,Auma Koech,362228.66,Sale,Completed
TXN0107690,2023-12-12,Odero Gitau,+254797295921,Odhiambo Ndinda,387026.68,Sale,Reversed
TXN0125600,5-Aug-23,Gitau Koech,+254744442555,Kariuki Ogola,108456.79,Transfer,Pending
TXN0115593,24/02/2024,Wanjiku Musyoka,0169277466,Mulwa Kamau,129360.56,Sale,Pending
TXN0100129,2-Dec-23,Ogola Mwangi,760746447,Kipchoge Musyoka,228316.38,refund,Reversed
TXN0126814,23/08/2023,Wairimu Rotich,0764236818,Adhiambo Owino,429300.95,sale,Completed
TXN0115726,25-Oct-23,Wambui Akinyi,0173245560,Kimani Ndinda,397356.79,Transfer,Pending
TXN0127806,23-Feb-24,Kimani Chebet,0744855492,Jelimo Mwangi,54715.15,TRANSFER,Pending
TXN0128766,2023-03-01,Otieno Kibet,0124034116,Bett Odhiambo,245492.44,refund,Failed
TXN0111732,30-Dec-23,Kariuki Rotich,0741995506,Kipchoge Kamau,345458.37,refund,Pending
TXN0118357,2024-02-15,Rotich Akinyi,+254741845437,Langat Kibet,429176.2,Transfer,Failed
TXN0101401,21/06/2023,Kibet Kibet,0785884056,Langat Akinyi,375538.3,TRANSFER,Reversed
TXN0100236,11/11/2023,Odhiambo Ogola,0118038980,Kiprotich Gitau,-4610.31,TRANSFER,Reversed
TXN0129302,2023-09-25,Ochieng Gitau,0799860793,Wairimu Odhiambo,358354.36,SALE,Completed
TXN0104600,2023-11-28,Wairimu Kibet,+254762670960,Koech Odhiambo,14720.94,refund,Pending
TXN0110310,21-Mar-24,Jelimo Wambui,0778686874,Mwende Odhiambo,403303.02,TRANSFER,Pending
TXN0125280,11/07/2023,Wairimu Mutua,768477052,Awino Koech,115645.89,SALE,Completed
TXN0128989,2024-01-24,Odhiambo Kibet,0775643439,Jelimo Mwangi,,refund,Failed
TXN0102623,2023-05-22,Wachira Owino,+254710247425,Kariuki Rotich,257145.48,TRANSFER,Completed
TXN0127791,22/05/2024,Njoroge Rotich,+254744820901,Chebet Gitau,410921.63,sale,Pending
TXN0118168,2023-12-06,Chebet Koech,0156383671,Odhiambo Otieno,103498.54,Refund,Pending
TXN0115498,2023-04-16,Kibet Wambui,+254784400500,Kiplangat Rotich,318686.16,Transfer,Reversed
TXN0119053,03/06/2023,Ndinda Gitau,722592221,Otieno Mwangi,232967.65,sale,Failed
TXN0128733,2023-10-20,Rotich Rotich,785225155,Nyambura Njoroge,310837.82,Refund,Pending
TXN0111169,28-Aug-23,Onyango Otieno,0740430099,Ogola Njoroge,88719.56,TRANSFER,Failed
TXN0119367,2023-12-14,Akinyi Odhiambo,747245813,Ndinda Mutua,317016.37,refund,Pending
TXN0127601,2024-01-17,Chebet Rotich,754832899,Wanjiku Kamau,181641.53,refund,Reversed
TXN0117988,17-May-24,Kimani Otieno,+254727394233,Kamau Ndinda,423684.7,Refund,Completed
TXN0109497,2023-09-01,Ndoti Akinyi,0757362668,Mwangi Ndinda,74536.66,Refund,Reversed
TXN0112725,2023-06-05,Kiplangat Koech,+254756673751,Mumo Mutua,83584.96,TRANSFER,Reversed
TXN0103681,19/05/2023,Njeri Kariuki,0792229315,Kamau Koech,334072.6,SALE,Reversed
TXN0102522,2024-02-16,Wambui Chebet,0167049274,Gitau Ogola,289294.15,Transfer,Reversed
TXN0105165,2024-06-10,Bett Kariuki,0784275587,Wachira Mwangi,264810.75,TRANSFER,Failed
TXN0115868,30/05/2023,Kipchoge Mwangi,+254777934067,Rotich Njoroge,55279.13,Transfer,Pending
TXN0127687,07/06/2023,Bett Koech,0785638688,Jelimo Kibet,90666.66,Transfer,Failed
TXN0127539,15/03/2023,Chebet Musyoka,0122775721,Kibet Owino,109427.56,Transfer,Completed
TXN0125349,30-May-24,Kamau Odhiambo,741335750,Chebet Odhiambo,222636.33,Transfer,Failed
TXN0112816,2023-10-22,Njeri Otieno,0768796821,Chepkoech Chebet,130396.2,Refund,Failed
TXN0124824,30/09/2023,Sang Ogola,755578422,Wachira Otieno,1199.14,Transfer,Pending
TXN0121757,17-Feb-23,Chepkoech Kariuki,733278701,Mutua Mutua,20157.29,sale,Failed
TXN0112806,07/07/2023,Kibet Gitau,0157776122,Syombua Musyoka,193360.43,sale,Reversed
TXN0103608,2023-12-18,Odhiambo Owino,0779990155,Mwangi Ogola,389363.76,Sale,Failed
TXN0100609,2023-08-31,Mutua Kamau,760367946,Gitau Akinyi,133875.43,TRANSFER,Pending
TXN0107572,23-Oct-23,Awino Mwangi,765435890,Kipchoge Musyoka,100339.03,Sale,Failed
TXN0107470,25/10/2023,Awino Ogola,0729249606,Kioko Musyoka,201584.13,SALE,Pending
TXN0100940,2024-01-01,Kamau Akinyi,0158240526,Odhiambo Mutua,87269.26,Refund,Completed
TXN0118271,29/05/2024,Muthiani Musyoka,+254745865637,Kipchoge Kibet,163516.31,refund,Pending
TXN0117479,2023-01-07,Chebet Rotich,+254766142847,Kipchoge Mutua,187046.33,refund,Failed
TXN0105994,10/03/2023,Gitau Akinyi,0137758869,Kamau Otieno,307308.01,Sale,Pending
TXN0124526,03/03/2023,Bett Chebet,726179155,Ochieng Owino,284242.58,TRANSFER,Failed
TXN0110960,2023-06-09,Jelimo Kibet,+254741554127,Kibet Chebet,60192.97,refund,Reversed
TXN0116219,04/02/2024,Sang Odhiambo,0188767917,Otieno Rotich,440065.8,TRANSFER,Reversed
TXN0114214,2023-04-18,Cherono Wambui,+254765699832,Kiplangat Akinyi,89147.59,Refund,Reversed
TXN0108680,4-May-23,Odero Mwangi,0741891592,Jelimo Kamau,151580.16,Sale,Reversed
TXN0106560,3-Apr-24,Odhiambo Gitau,0171911813,Akoth Kariuki,-2395.07,Sale,Failed
TXN0129278,09/01/2024,Gitau Otieno,0161292342,Akoth Rotich,213514.73,sale,Failed
TXN0114003,22/02/2024,Ochieng Odhiambo,+254746905609,Jelimo Odhiambo,2191.61,Refund,Failed
TXN0102867,16-Sep-23,Kamau Musyoka,0114714158,Nyambura Odhiambo,202307.33,sale,Pending
TXN0119976,2023-05-29,Otieno Kariuki,0168039410,Koech Akinyi,293489.5,TRANSFER,Reversed
TXN0119719,4-Jan-24,Akinyi Ogola,+254741927652,Langat Ndinda,112537.5,SALE,Reversed
TXN0113830,17/04/2023,Nyambura Rotich,790352659,Odero Kibet,271762.63,TRANSFER,Failed
TXN0126158,14/02/2023,Syombua Kamau,0157870375,Wachira Ndinda,120347.76,TRANSFER,Completed
TXN0111693,30/06/2024,Njoroge Mutua,+254788637282,Njeri Mutua,288433.4,refund,Pending
TXN0121053,8-Jun-24,Otieno Chebet,0119971794,Ndinda Mwangi,12122.59,Refund,Reversed
TXN0109297,18/03/2023,Mwende Mwangi,+254762185689,Mutua Odhiambo,127105.2,refund,Pending
TXN0117187,2023-07-14,Awino Ndinda,+254737947669,Mulwa Kamau,111123.28,Transfer,Completed
TXN0108874,26/07/2023,Akinyi Chebet,+254788114834,Odero Kibet,151331.58,Sale,Completed
TXN0117886,22-Nov-23,Kipchoge Mwangi,0752389541,Mumo Odhiambo,368684.45,refund,Completed
TXN0109441,2-Feb-24,Akinyi Mutua,0735181836,Ndoti Njoroge,287306.44,Refund,Completed
TXN0125357,2023-04-23,Owino Kamau,0182715376,Kioko Ogola,391480.36,SALE,Pending
TXN0112362,1-Feb-23,Akoth Rotich,0151840795,Bett Odhiambo,271202.53,refund,Pending
TXN0118323,2023-05-21,Wachira Koech,+254738254912,Wambui Kibet,311220.6,SALE,Failed
TXN0124878,2023-08-09,Kipchoge Njoroge,755882142,Mwende Njoroge,270986.69,refund,Reversed
TXN0105101,2023-03-17,Kiplangat Koech,727776781,Gitau Ndinda,172507.72,sale,Completed
TXN0104493,01/08/2023,Mwangi Kamau,0784534166,Kariuki Njoroge,88441.5,SALE,Completed
TXN0109952,01/10/2023,Otieno Ogola,+254790938329,Ndinda Musyoka,290893.14,SALE,Pending
TXN0122308,31-Jan-23,Akinyi Kamau,0725251034,Kimani Gitau,316367.02,Sale,Reversed
TXN0106982,23/04/2024,Wachira Mutua,0160220950,Nzula Ndinda,108538.08,Transfer,Pending
TXN0126877,12-Mar-24,Mulwa Ogola,734640356,Ndinda Chebet,296538.91,refund,Completed
TXN0111151,24/05/2023,Adhiambo Odhiambo,+254787485323,Bett Kibet,251087.16,refund,Completed
TXN0124308,2023-10-22,Ogola Gitau,0186543560,Kibet Ndinda,175393.93,Transfer,Completed
TXN0112283,2023-09-07,Wambui Ndinda,0737758257,Kamau Njoroge,448521.23,TRANSFER,Completed
TXN0109406,3-May-23,Mwende Kamau,0188439225,Akinyi Owino,441206.86,Transfer,Completed
TXN0111535,2023-03-23,Nzula Odhiambo,782951109,Nzula Njoroge,377963.99,SALE,Pending
TXN0110778,24-Jul-23,Akinyi Ndinda,+254723561556,Ndinda Koech,363668.82,SALE,Pending
TXN0115842,28/02/2024,Wanjiku Owino,0134764475,Kamau Chebet,327040.1,sale,Pending
TXN0104762,2023-02-14,Kibet Rotich,0166024961,Ndinda Wambui,340951.67,Refund,Pending
TXN0118344,2023-09-05,Ogola Rotich,0198373274,Mulwa Odhiambo,276403.12,Refund,Completed
TXN0108288,21/02/2024,Rotich Owino,+254792683291,Chebet Owino,252389.3,TRANSFER,Completed
TXN0109744,22/08/2023,Awino Njoroge,+254792338623,Koech Musyoka,443339.76,Refund,Reversed
TXN0124530,2023-05-08,Koech Rotich,0731838111,Kioko Njoroge,105399.18,Sale,Reversed
TXN0123509,2023-04-22,Wachira Mutua,0777785773,Koech Kariuki,171477.04,TRANSFER,Pending
TXN0102363,4-May-23,Ochieng Odhiambo,0197573473,Kioko Owino,89328.87,TRANSFER,Completed
TXN0111824,27-May-24,Jelimo Musyoka,0757464190,Nzula Kamau,348071.09,refund,Reversed
TXN0128672,2023-09-28,Kariuki Ogola,0712432673,Chepkoech Koech,278358.07,refund,Pending
TXN0113017,2023-08-16,Njeri Mutua,+254714624068,Kamau Mutua,263440.87,refund,Reversed
TXN0109638,26-Apr-24,Nyambura Otieno,0730302521,Kiplangat Ndinda,254981.47,Transfer,Pending
TXN0121848,27/01/2023,Nzula Ndinda,0197532153,Mutua Gitau,266430.36,TRANSFER,Reversed
TXN0125993,25/03/2023,Mutua Chebet,0137271929,Kimani Kamau,96584.4,Sale,Failed
TXN0115989,2024-06-13,Chebet Chebet,0189708585,Ndinda Rotich,405862.03,refund,Failed
TXN0100995,15-Feb-23,Adhiambo Njoroge,0125191106,Kioko Mutua,106678.57,sale,Failed
TXN0100073,2023-08-14,Chepkoech Otieno,710314353,Odhiambo Odhiambo,343884.2,sale,Failed
TXN0110362,2023-08-12,Mwangi Ogola,+254741264239,Kiprotich Akinyi,303542.73,refund,Completed
TXN0121962,05/11/2023,Akinyi Odhiambo,0763792299,Koech Ogola,15563.82,sale,Completed
TXN0111913,2023-01-16,Awino Koech,0177404800,Awino Mutua,7542.71,SALE,Reversed
TXN0125494,30-Oct-23,Otieno Kamau,0143115431,Kamau Kibet,435441.43,Sale,Reversed
TXN0128532,4-Sep-23,Mutua Kibet,0187089587,Mutua Chebet,292782.57,Sale,Failed
TXN0122983,7-Mar-24,Kioko Chebet,+254747214013,Onyango Rotich,112531.8,refund,Pending
TXN0109875,01/03/2024,Jelimo Chebet,0771834819,Kariuki Akinyi,180709.11,TRANSFER,Failed
TXN0103179,22-Jun-23,Kamau Njoroge,0172403072,Syombua Kibet,353213.4,Sale,Failed
TXN0129481,11-May-24,Nzula Njoroge,0169495857,Adhiambo Ndinda,436774.68,sale,Pending
TXN0121246,14/01/2023,Kamau Mwangi,0191500557,Kariuki Kibet,115764.57,Sale,Completed
TXN0117066,01/08/2023,Mutua Owino,778730539,Ochieng Otieno,323057.14,Transfer,Failed
TXN0115384,15-Jul-23,Njeri Kibet,0740238018,Jelimo Chebet,375813.21,Transfer,Reversed
TXN0123830,1-Apr-23,Akoth Wambui,+254733854298,Jelimo Chebet,23769.75,Transfer,Failed
TXN0101795,23/07/2023,Nyambura Ogola,+254729753900,Wanjiku Odhiambo,7357.96,sale,Reversed
TXN0109119,24/02/2023,Akoth Gitau,0718329391,Mutua Musyoka,236833.09,Transfer,Reversed
TXN0105017,5-Jan-23,Auma Akinyi,0792329062,Ochieng Mutua,260662.16,refund,Completed
TXN0121511,2024-06-04,Gitau Kariuki,+254753355949,Mwangi Kariuki,199691.62,Refund,Completed
TXN0101585,2024-04-02,Cherono Rotich,0113984125,Odhiambo Koech,252587.97,sale,Pending
TXN0126359,25-Jun-24,Langat Ndinda,0710605383,Auma Mwangi,179387.89,TRANSFER,Completed
TXN0113313,9-Aug-23,Jelimo Musyoka,+254763711605,Njoroge Njoroge,357651.98,Refund,Reversed
TXN0124270,14-Jan-23,Nyambura Kamau,771456995,Gitau Rotich,,refund,Completed
TXN0126010,3-Jun-23,Muthiani Koech,+254765159107,Langat Akinyi,80851.5,Transfer,Reversed
TXN0117126,22/04/2023,Kibet Wambui,+254756108295,Adhiambo Owino,177583.62,TRANSFER,Completed
TXN0122236,19-Feb-24,Kiplangat Ogola,0788591035,Akoth Odhiambo,354656.3,Sale,Completed
TXN0119305,2023-09-13,Kimani Ogola,0170330513,Muthiani Mwangi,328081.31,TRANSFER,Pending
TXN0120612,11-Oct-23,Kamau Mwangi,0774558521,Wachira Otieno,327715.35,Sale,Pending
TXN0122884,15/03/2023,Kipchoge Odhiambo,0740428542,Akoth Rotich,176008.05,refund,Failed
TXN0102658,20-Feb-24,Bett Wambui,+254742389170,Mwangi Akinyi,"KES 390,481.14",Refund,Completed
TXN0101369,27/04/2023,Jelimo Wambui,753746759,Mumo Gitau,259690.7,refund,Failed
TXN0115288,04/03/2023,Ndinda Kamau,+254768611358,Kiprotich Akinyi,394813.08,Sale,Reversed
TXN0128128,2024-03-31,Ndinda Wambui,0116599905,Gitau Kariuki,396300.71,refund,Failed
TXN0108886,23/12/2023,Jelimo Mutua,+254758190304,Wairimu Chebet,323323.3,TRANSFER,Reversed
TXN0118352,2024-02-16,Ogola Kibet,+254741494147,Musyoka Rotich,209881.48,refund,Failed
TXN0126821,12/10/2023,Mwangi Kamau,+254728763697,Rotich Gitau,287662.98,sale,Completed
TXN0112245,02/03/2023,Auma Wambui,0140330479,Musyoka Njoroge,23868.62,SALE,Failed
TXN0112654,2024-04-26,Odero Ndinda,+254732731727,Kibet Musyoka,109202.25,SALE,Pending
TXN0124638,30/06/2024,Cherono Kamau,0166923458,Muthiani Akinyi,148103.44,Refund,Reversed
TXN0123767,20/01/2024,Langat Ndinda,0132375415,Ogola Njoroge,200529.06,refund,Reversed
TXN0122847,27/05/2023,Ogola Kibet,0741595582,Akinyi Musyoka,320838.94,Sale,Pending
TXN0106248,06/04/2024,Nyambura Njoroge,0753822376,Kimani Njoroge,243400.67,refund,Pending
TXN0103583,2024-06-12,Kamau Mwangi,0741793342,Odero Kamau,378248.06,Refund,Reversed
TXN0126266,2023-03-07,Ndinda Akinyi,0136425862,Mwende Odhiambo,256306.2,TRANSFER,Reversed
TXN0129593,1-Dec-23,Ogola Kibet,0189503588,Cherono Akinyi,190437.59,SALE,Completed
TXN0107503,26/02/2023,Bett Akinyi,+254714352429,Mumo Njoroge,349970.69,Transfer,Completed
TXN0121744,2023-10-26,Gitau Musyoka,0174632044,Bett Odhiambo,20963.44,Refund,Failed
TXN0123209,30-Oct-23,Syombua Njoroge,734779754,Kiplangat Odhiambo,328767.37,sale,Completed
TXN0117863,25/01/2024,Muthiani Njoroge,0187671532,Odhiambo Wambui,154535.47,Sale,Completed
TXN0125650,9-May-23,Ochieng Njoroge,0751560009,Nzula Gitau,159823.21,Sale,Completed
TXN0122862,26/05/2024,Wanjiku Chebet,0117677542,Kibet Odhiambo,389620.81,refund,Pending
TXN0127587,21/01/2023,Nzula Njoroge,0792330611,Wambui Ogola,315143.13,sale,Failed
TXN0115992,2023-05-07,Sang Odhiambo,0723422628,Onyango Otieno,123962.71,refund,Completed
TXN0105709,3-Mar-24,Mumo Kamau,0794942657,Syombua Owino,63789.34,Sale,Reversed
TXN0120169,06/03/2023,Mulwa Njoroge,0763263716,Njoroge Mutua,41035.62,TRANSFER,Pending
TXN0120222,20-Sep-23,Awino Chebet,0160612531,Mutua Mutua,189635.29,SALE,Failed
TXN0116089,13-Mar-24,Langat Mwangi,+254755331223,Wairimu Kamau,362030.54,sale,Reversed
TXN0120361,2-Apr-23,Odhiambo Chebet,0793989765,Awino Kariuki,313305.37,sale,Pending
TXN0101076,2023-04-09,Nyambura Musyoka,727519308,Ochieng Rotich,268642.65,refund,Completed
TXN0112173,28-Mar-24,Kibet Kamau,0130117800,Syombua Otieno,192376.31,TRANSFER,Completed
TXN0112973,2023-10-21,Mwangi Njoroge,0139243922,Kimani Mwangi,313491.88,Transfer,Failed
TXN0128668,09/12/2023,Wambui Ogola,+254795647862,Gitau Musyoka,73410.68,SALE,Completed
TXN0107697,01/05/2023,Koech Otieno,765725195,Mumo Otieno,212118.1,SALE,Completed
TXN0128400,31/08/2023,Ogola Kibet,0183482753,Mumo Ogola,364845.3,Refund,Failed
TXN0121384,15-Sep-23,Muthiani Rotich,+254778291465,Onyango Akinyi,287591.23,Refund,Completed
TXN0105314,16/02/2023,Kiplangat Wambui,749590120,Koech Kariuki,42005.07,sale,Reversed
TXN0114700,1-Feb-23,Kiprotich Kariuki,+254775941476,Rotich Gitau,412754.38,Sale,Pending
TXN0104751,23/11/2023,Langat Otieno,0725972661,Ndoti Mutua,330285.62,refund,Pending
TXN0103944,20-Jun-24,Chebet Koech,0731820344,Odero Gitau,363669.65,Transfer,Reversed
TXN0126316,4-May-23,Mulwa Odhiambo,0755984291,Njoroge Kariuki,397089.22,sale,Reversed
TXN0112199,16/03/2023,Wairimu Owino,+254798640319,Muthiani Kamau,286706.37,refund,Completed
TXN0115533,24/10/2023,Wanjiku Rotich,749399119,Onyango Kamau,217658.47,Transfer,Reversed
TXN0128725,2023-04-17,Ndinda Odhiambo,0723963867,Sang Ndinda,401762.79,sale,Pending
TXN0113063,26-Feb-24,Awino Ndinda,0719202373,Cherono Gitau,62397.54,Transfer,Completed
TXN0103602,2024-04-15,Kiprotich Gitau,0792680361,Adhiambo Musyoka,109884.88,Refund,Failed
TXN0108693,18/12/2023,Kioko Wambui,0154141912,Mutua Rotich,-3258.27,sale,Failed
TXN0100580,13/07/2023,Mumo Njoroge,0124115931,Ndinda Wambui,235221.94,Transfer,Completed
TXN0108749,21/06/2023,Ndinda Koech,0171725705,Syombua Gitau,201672.1,TRANSFER,Reversed
TXN0108638,21/05/2024,Kariuki Owino,0756363397,Muthiani Akinyi,302601.06,Transfer,Failed
TXN0126919,2023-11-14,Mutua Kibet,+254726801945,Mumo Chebet,213245.49,Transfer,Pending
TXN0101424,5-Jun-24,Kiprotich Koech,744856277,Muthiani Gitau,310474.04,sale,Failed
TXN0105909,2023-01-15,Mwangi Mwangi,0147795161,Awino Wambui,209180.75,Sale,Reversed
TXN0127106,13/02/2024,Awino Njoroge,781813747,Kimani Musyoka,61318.83,TRANSFER,Completed
TXN0116200,1-Jul-23,Wairimu Musyoka,+254719107243,Gitau Kariuki,432386.87,Transfer,Pending
TXN0108165,21-May-24,Akoth Mwangi,754290321,Otieno Kariuki,192165.4,TRANSFER,Pending
TXN0117708,2023-07-07,Wambui Njoroge,782168270,Mutua Kibet,412586.81,SALE,Completed
TXN0101657,2024-03-08,Gitau Mutua,0159790543,Awino Mutua,319046.0,Transfer,Pending
TXN0102944,17-Nov-23,Odero Odhiambo,+254779311805,Mumo Mwangi,303542.6,TRANSFER,Reversed
TXN0116010,09/11/2023,Kiprotich Mwangi,0142228220,Otieno Musyoka,169394.45,TRANSFER,Pending
TXN0100595,1-Nov-23,Ndinda Akinyi,0789878974,Cherono Koech,266359.5,sale,Completed
TXN0118645,26-Jun-24,Onyango Wambui,0159131373,Gitau Mutua,44788.64,TRANSFER,Completed
TXN0106028,26/04/2024,Ndinda Akinyi,0748148448,Kioko Kariuki,41386.53,refund,Reversed
TXN0129155,2024-03-16,Ndoti Chebet,+254759446262,Adhiambo Rotich,115803.77,Transfer,Reversed
TXN0106320,2024-06-26,Nyambura Ndinda,+254745248491,Otieno Chebet,-699.08,Refund,Failed
TXN0101639,24-Jan-24,Wachira Mutua,0770470808,Kiplangat Kariuki,27397.16,TRANSFER,Completed
TXN0114450,29-Apr-24,Awino Chebet,0775470442,Ochieng Kamau,117675.43,TRANSFER,Failed
TXN0106224,2023-01-22,Odhiambo Njoroge,0180992021,Kiprotich Ogola,29520.39,refund,Reversed
TXN0101257,16/10/2023,Wambui Otieno,718617915,Sang Otieno,278949.43,TRANSFER,Reversed
TXN0113928,2023-05-22,Wambui Gitau,+254794634502,Adhiambo Rotich,100253.17,Sale,Completed
TXN0113870,19-Feb-24,Nyambura Koech,0128917741,Mumo Chebet,409713.57,TRANSFER,Completed
TXN0122581,5-Mar-24,Mwangi Kamau,0135916005,Mumo Kibet,234719.94,Transfer,Failed
TXN0128034,28-Feb-23,Kiplangat Kamau,+254729961753,Njeri Ndinda,26006.64,sale,Completed
TXN0108825,21-Feb-23,Adhiambo Njoroge,767405993,Wambui Ogola,47492.86,Refund,Failed
TXN0116767,2023-01-08,Akinyi Chebet,735915596,Syombua Wambui,334219.73,TRANSFER,Reversed
TXN0118425,2023-11-06,Wachira Kariuki,0752679132,Auma Otieno,232287.63,Refund,Failed
TXN0116385,28-Jun-23,Owino Ogola,0124513487,Kamau Rotich,232498.14,Sale,Reversed
TXN0122787,2024-06-02,Kariuki Owino,0780627213,Otieno Odhiambo,15412.44,Sale,Failed
TXN0105878,2023-06-16,Kariuki Gitau,738768119,Cherono Njoroge,193044.79,Refund,Reversed
TXN0106883,07/07/2023,Onyango Ndinda,768432204,Bett Kibet,441755.64,Refund,Completed
TXN0103345,2-Apr-23,Koech Ndinda,+254782960630,Adhiambo Kamau,403582.15,Sale,Completed
TXN0102035,18/01/2024,Kipchoge Owino,+254731682430,Njoroge Mwangi,391315.89,Sale,Completed
TXN0124293,01/12/2023,Gitau Odhiambo,0794258129,Ochieng Ndinda,315538.72,Refund,Completed
TXN0106777,18-Apr-24,Mumo Mutua,762902616,Wambui Ogola,55706.64,Refund,Completed
TXN0100216,2023-08-28,Kiplangat Mutua,+254722101139,Mumo Mutua,59758.27,SALE,Reversed
TXN0113743,4-Feb-23,Auma Akinyi,735987756,Kimani Owino,109033.32,SALE,Pending
TXN0117114,22-May-24,Ndoti Rotich,0775891476,Kamau Odhiambo,34560.41,Sale,Reversed
TXN0103508,2024-05-17,Onyango Owino,789866939,Wachira Ogola,139259.14,Sale,Completed
TXN0119253,25-May-24,Auma Chebet,0120570783,Ndoti Mutua,4736.19,refund,Pending
TXN0113076,15/06/2024,Muthiani Njoroge,730458954,Ogola Akinyi,134675.19,Transfer,Failed
TXN0106169,20-Apr-23,Wambui Kibet,0154160706,Kioko Mutua,161772.08,refund,Completed
TXN0119143,2023-05-16,Langat Koech,739519894,Kiprotich Otieno,218608.4,Refund,Reversed
TXN0127469,11/05/2023,Odhiambo Rotich,0735858520,Nzula Akinyi,51698.0,SALE,Failed
TXN0102301,04/09/2023,Kimani Gitau,0757565622,Gitau Owino,143290.41,Refund,Reversed
TXN0123383,14/04/2024,Wachira Owino,+254770707740,Odero Musyoka,403863.76,Transfer,Completed
TXN0121892,11/05/2024,Otieno Wambui,0199753952,Koech Wambui,185193.0,sale,Failed
TXN0122281,11/05/2024,Kipchoge Odhiambo,0744621742,Njoroge Ndinda,112358.99,SALE,Pending
TXN0124902,26/04/2024,Mulwa Odhiambo,761205378,Mwangi Akinyi,326668.14,SALE,Pending
TXN0103485,13/09/2023,Njoroge Chebet,716557999,Mumo Mwangi,155227.23,Transfer,Completed
TXN0125773,21/05/2023,Kamau Otieno,+254749176102,Njeri Akinyi,86903.68,sale,Failed
TXN0125997,28/08/2023,Auma Mwangi,767254174,Ndinda Mutua,210946.71,Refund,Reversed
TXN0103072,6-Jan-24,Kimani Ndinda,0172666942,Wanjiku Koech,52078.4,sale,Failed
TXN0104800,12-Apr-23,Njeri Owino,0798788209,Cherono Akinyi,337600.19,Refund,Pending
TXN0114712,2023-09-27,Mulwa Wambui,+254736479536,Kamau Gitau,78480.14,Transfer,Pending
TXN0101214,31-Jul-23,Rotich Kamau,+254715500019,Koech Koech,415944.29,Sale,Pending
